Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Viet Nam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2011,59.48,18.87,,,,26.67,,,,,25.99,33.88,16.1,16.56,22.5,9.84,32.24,16.51,30.55,20.04,,,20.53,,22.58,29.79,31.31,,,23.83,11.04,20.0,17.79,11.05,,15.31,,,,19.49,,,,,10.18,18.21,9.61,31.97,,,34.02,30.76,42.18,,,13.68,,25.6,20.27,4.97,,31.17,22.22,10.58,,22.24,26.53,22.92,,,,23.14,14.13,21.14,,42.53,,,,12.75,,,,,21.32,,33.64,39.03,14.49,15.02,,,44.81,,34.05,29.3,28.2,18.6,28.85,14.93,,59.28,,,,39.48,,10.74,34.81,26.4,40.8,13.44,,,28.02,28.27,13.09,8.94,12.53,19.73,22.4,12.24,40.98,54.5,,19.4,18.86,15.68,18.93,,21.34,,27.06,21.29,,34.2,,13.94,26.86,,,14.98,,,,,34.14,,,52.59,,,11.48,15.78,13.52,24.31,36.18,,,25.36,17.28,,,33.17,,23.01,,24.12,26.47,,12.77,,27.58,31.92,25.0,,29.65,,19.84,15.58,26.35,17.6,,25.69,,,29.4,10.41,,,14.38,18.49,70.61,10.81,,27.32,,23.57,,,,,24.14,3.86,42.7,15.91,19.07,8.44,22.66,,,,7.88,,14.5,19.08
2012,42.33,18.78,,,,23.45,,,,,26.12,34.28,19.6,16.35,21.72,9.64,35.42,17.35,31.28,18.49,,,19.21,,23.0,31.52,30.79,,,24.41,12.92,17.94,16.83,10.57,12.75,14.86,,,,19.92,,,,14.22,11.65,19.29,11.32,30.21,,,34.27,32.37,43.32,,,15.4,,,18.39,7.13,,30.53,22.33,8.47,,22.99,27.03,22.92,,16.28,,24.27,13.65,26.88,,44.31,,,,13.17,,,,,22.26,,32.98,37.31,16.17,15.61,,,40.3,,33.93,30.83,27.51,18.11,28.87,15.56,,62.14,,24.63,,34.72,,10.98,31.56,26.8,40.05,15.63,,,22.75,29.02,11.99,8.76,11.87,20.98,,11.99,40.37,53.47,,19.41,18.95,17.44,19.24,,23.22,,27.37,22.24,10.55,31.69,,13.84,26.68,,,15.23,,,,,33.73,,,53.63,,,13.8,16.08,13.55,23.93,35.99,,,24.01,18.87,,28.52,34.32,,25.64,,25.11,27.03,,12.38,,27.34,30.0,25.29,,29.43,,25.88,15.07,24.52,19.14,,24.8,11.64,,29.68,10.18,,,14.02,18.25,78.15,12.52,,28.33,,23.26,,,,,26.47,3.98,43.33,14.57,19.64,8.44,22.74,,,,6.67,,16.53,20.21
2013,42.09,19.88,,,,28.21,,,22.64,,25.88,34.44,18.33,16.37,23.36,9.51,35.39,16.59,30.79,18.99,,,18.93,,21.51,29.49,30.84,,,26.23,12.33,17.02,16.96,11.86,12.94,14.38,,,,20.2,,28.25,,13.09,10.88,19.78,9.93,31.53,,,34.27,30.58,41.21,,,15.2,30.18,,20.37,8.04,,30.61,,10.21,,24.38,27.58,22.66,,16.33,,24.6,13.09,19.28,,51.42,,,,13.03,,,,,23.66,,36.65,35.18,16.64,15.38,,,38.39,,33.77,30.85,25.02,18.14,26.24,14.37,,60.19,,24.03,,33.53,21.38,16.81,30.94,26.69,42.71,15.91,,,22.66,28.78,12.83,9.4,12.99,20.6,,13.25,39.61,54.39,,20.22,18.68,18.2,18.8,,19.56,,25.7,,14.03,35.45,,12.69,25.93,,,15.09,,,20.37,,34.19,,,48.98,,,12.36,16.96,13.21,23.91,37.21,,,24.02,17.77,,28.47,31.31,,25.89,,28.61,27.72,,12.38,,26.89,40.9,30.5,,29.63,,23.1,14.16,23.73,18.92,,23.79,11.52,,30.05,10.25,,,14.83,18.83,62.92,12.83,27.72,29.29,,22.74,,,,,26.03,3.68,40.2,13.69,19.83,9.23,21.89,,,,6.98,,17.85,
2014,44.51,19.89,,,,27.97,,18.62,23.99,,26.25,35.23,19.17,16.03,24.49,9.5,33.34,15.77,30.66,19.56,,,17.3,,22.02,29.13,32.07,,,30.1,12.88,16.94,17.93,12.45,12.86,13.74,,,,20.68,,22.31,,12.27,12.76,19.4,9.22,32.81,,,40.33,30.31,40.73,,,15.42,29.47,,18.05,7.09,,30.28,24.51,9.55,,25.48,27.57,22.7,,15.25,,26.24,12.56,18.2,,38.85,,,,13.28,,,,,22.97,,34.76,34.46,14.8,15.91,,25.71,35.3,,32.04,30.9,25.68,17.57,27.49,15.02,20.31,55.86,,23.62,,40.49,21.0,15.49,33.07,25.95,38.32,,,,21.74,28.03,13.59,9.85,14.07,19.68,24.65,12.96,38.43,49.34,,20.41,18.95,18.1,21.18,,19.0,,25.42,,16.49,37.15,86.75,13.58,26.02,,,15.43,,,20.47,,35.61,,,45.97,13.3,21.75,11.7,18.37,12.82,22.48,39.5,,,24.3,19.44,16.64,30.5,31.44,,28.56,,30.16,28.16,,13.15,,26.93,32.13,30.16,,30.47,,22.17,14.2,24.19,18.71,,24.45,11.43,,29.75,10.17,,,16.08,18.98,67.36,11.55,30.45,30.86,,22.97,,,,,26.82,3.59,39.41,13.57,19.86,9.25,23.03,,,,7.44,,20.26,
2015,36.81,19.44,,,,20.82,,18.46,25.08,,26.75,33.94,21.41,16.3,26.47,9.01,35.12,16.08,27.37,20.6,,,18.18,,21.0,31.24,36.92,,,27.72,13.2,18.6,19.3,12.05,12.42,14.21,,,,21.63,,19.46,,12.55,14.9,21.05,13.45,31.27,,,30.99,29.25,40.28,,,14.94,29.1,,18.22,9.94,,32.38,25.7,10.38,,26.32,27.21,22.52,,17.19,,27.69,12.34,17.36,,40.38,,,,12.74,,,,,22.0,,32.51,32.43,15.13,14.5,,27.03,27.47,,31.52,30.82,25.79,16.97,25.71,15.27,20.43,59.59,,23.49,,52.0,21.95,14.89,31.85,22.9,38.24,,,,22.56,27.79,19.57,9.56,12.91,18.29,26.53,12.28,36.0,55.52,,10.31,18.81,20.65,19.97,,18.91,,23.06,,17.04,38.0,95.16,13.99,26.39,,,15.92,,,20.95,,38.15,,,39.08,14.43,20.23,12.52,18.21,13.48,22.09,36.26,,,25.32,16.75,16.2,28.34,31.25,,31.51,17.32,28.67,28.03,,15.93,,27.3,30.4,30.67,,31.52,,20.72,17.09,24.72,18.19,,24.15,10.71,,28.93,10.42,,,14.87,18.39,73.06,12.93,30.26,33.32,,22.11,,,,10.76,27.68,3.95,38.44,13.27,20.01,9.18,24.04,,,,6.94,,23.23,21.81
2016,43.92,18.87,,,,17.51,,20.72,25.71,,26.97,32.66,23.98,18.09,25.74,7.86,33.7,17.26,27.2,21.26,,,17.88,,22.48,26.78,36.49,,,24.73,14.71,17.6,19.07,12.99,11.9,14.6,,,,22.13,,20.88,,12.35,17.15,20.47,13.4,30.14,,,27.94,28.8,38.22,,,15.5,27.46,,18.33,10.25,,32.4,27.12,10.09,,25.33,26.59,22.75,,17.09,,28.67,12.28,18.29,,38.34,,,,12.8,,,,,,,32.42,35.92,15.27,14.87,,26.56,26.33,,32.02,30.7,26.2,16.71,25.86,16.03,21.7,61.34,,23.5,,,21.91,13.87,30.73,25.85,40.58,,,,21.94,27.47,20.26,9.32,12.33,16.76,24.2,12.31,35.36,56.65,,20.92,18.34,22.66,18.45,,22.29,,22.77,18.52,15.33,35.45,88.79,14.23,25.64,,,16.39,,,20.22,,39.74,,,40.43,14.13,18.39,11.97,16.74,13.44,22.78,33.88,,,24.59,17.35,17.06,24.64,30.68,,27.88,17.31,27.29,30.33,,14.44,,26.39,28.39,29.74,,30.31,,19.79,15.66,25.85,18.17,,23.41,9.73,,28.61,10.48,,,13.37,18.58,69.58,13.61,31.16,33.29,,23.51,,,,11.31,27.91,4.09,37.25,13.29,25.58,8.65,25.56,,,,6.68,,22.41,25.24
2017,39.22,18.49,,,,16.67,,18.37,22.63,,26.61,31.94,24.86,20.08,23.65,7.64,,17.8,26.51,22.34,,,17.62,,21.84,28.15,36.25,,,24.62,18.49,17.69,18.67,14.29,10.53,14.71,,,,22.35,,21.3,,7.74,16.04,19.32,14.95,29.11,,,27.21,27.83,36.86,,,15.66,25.31,,19.85,9.9,,31.36,27.44,11.23,,25.37,25.56,22.84,,15.67,,26.86,12.41,17.36,,37.19,,,,12.89,,11.6,,,,,32.24,31.68,15.61,14.3,,25.97,21.46,,32.87,30.38,26.66,16.2,25.56,18.71,24.71,64.37,,23.96,,,21.63,12.34,30.42,25.98,39.72,,,,20.57,28.15,15.55,10.59,13.24,15.83,20.35,12.51,33.51,60.99,,22.09,17.89,22.64,18.54,,19.66,,22.68,17.63,16.92,38.56,90.57,16.85,24.53,,,16.52,,,20.23,,38.69,,,41.3,14.42,16.58,12.01,17.62,13.61,24.29,34.33,,,23.53,17.23,17.35,23.77,29.61,,26.94,18.73,25.55,29.98,,14.31,,24.82,26.37,30.23,0.0,31.32,,18.95,15.33,22.92,17.61,,24.73,,,28.24,10.47,,,15.74,18.1,56.58,11.51,31.87,32.75,,24.94,,,,11.26,27.41,3.77,37.1,13.09,21.39,9.02,26.93,,,,7.47,,20.92,28.41
2018,,17.84,,,,15.61,,16.34,22.08,,26.19,31.23,18.38,17.66,23.52,7.49,,17.1,26.33,,,,19.39,,22.25,29.06,35.45,,,23.99,17.37,,22.51,14.52,11.37,14.63,,,,22.62,,21.84,,9.88,16.42,22.13,14.74,28.53,,,31.28,28.22,36.64,,,15.3,27.4,,20.31,10.32,,31.99,26.63,10.82,,28.03,25.15,22.07,,13.7,,23.72,12.2,17.6,,37.87,,,,12.98,,,,,,,30.48,31.31,15.66,14.82,,24.48,20.69,,33.31,29.71,26.56,16.07,26.29,14.38,23.1,61.62,,24.92,,,20.69,12.31,30.78,29.35,39.25,,,,29.25,29.09,14.96,9.83,14.92,15.92,21.97,12.37,34.02,61.89,,22.16,17.9,22.05,18.96,,17.83,,22.86,19.65,6.37,35.1,78.44,20.17,24.66,,,16.85,,,20.08,,37.13,,,40.7,13.6,18.31,13.56,17.26,14.21,21.53,31.68,,,23.41,16.28,17.4,25.68,30.54,,28.06,18.77,24.25,31.28,,14.69,,24.78,25.16,27.58,0.0,31.24,,19.16,15.28,,,,,,,28.36,10.08,,,14.57,18.05,56.57,13.63,31.37,30.48,,26.38,,,,11.78,26.65,3.69,37.52,13.14,22.01,11.52,25.62,,,,24.62,,20.11,10.98
2019,,17.39,,,,16.68,,16.38,21.76,,26.14,30.77,19.46,18.84,22.76,8.27,,16.92,26.25,,,,16.63,,21.74,28.8,34.79,,,24.03,18.22,16.62,23.88,15.78,12.32,15.16,,,,23.32,,22.73,,7.98,16.23,21.8,13.63,28.88,,,29.53,28.5,35.79,,,15.53,27.88,,20.34,11.41,,32.27,25.97,9.71,,26.96,24.89,21.83,,13.54,,24.36,12.25,17.51,,35.85,,,,13.13,,14.19,,,,,30.14,31.47,,14.49,,27.61,19.64,,32.39,29.19,25.79,16.42,26.25,16.06,18.09,70.11,,27.51,,,18.72,12.45,31.96,29.19,39.25,,,,24.85,29.72,15.82,10.13,14.71,17.36,25.41,12.86,33.28,65.53,,22.75,17.74,23.71,19.42,,20.04,,23.39,20.04,13.75,34.52,89.53,21.7,24.99,,,16.45,,,20.36,,38.56,,,42.44,15.05,19.14,17.59,17.9,14.84,22.17,31.07,,,24.33,16.98,18.05,26.69,27.87,,28.31,20.06,24.47,29.1,,14.14,,25.33,25.04,28.98,0.0,32.63,,18.89,15.93,,,,,,,27.9,10.13,,,,17.6,49.18,13.4,30.28,32.9,,28.14,,,,13.52,26.11,4.02,36.69,13.33,22.22,11.8,27.84,,,,24.47,,21.96,
2020,,19.34,,,,,,19.48,26.58,,30.21,37.15,27.27,26.89,27.03,8.15,,18.38,30.5,,,,24.08,,31.2,33.86,38.48,,,28.15,17.18,17.67,30.88,17.41,12.06,25.32,,,,26.24,,26.43,,9.08,17.8,23.48,16.03,34.51,,,33.24,33.61,39.51,,,21.2,28.12,,29.2,12.25,,36.11,27.07,8.41,,30.5,28.42,24.73,,16.48,,29.01,14.58,21.88,,46.19,,,,15.0,,,,,,,35.26,37.33,,16.54,,,21.82,,37.3,37.15,29.83,23.6,28.17,16.83,19.28,75.26,,29.73,,,20.94,11.45,36.26,14.94,43.3,,,,30.92,32.41,42.63,11.8,16.12,18.47,35.35,14.5,42.82,59.7,,31.28,19.4,23.48,23.07,,25.26,,27.21,22.9,,40.32,103.6,20.16,30.04,,,16.47,,,24.79,,45.39,,,58.46,19.26,20.9,15.29,23.7,19.56,28.87,36.14,,,28.37,20.77,20.09,29.31,31.65,,33.44,19.88,31.23,44.23,,25.72,,29.94,32.14,31.91,0.0,35.14,,24.77,19.07,26.75,,,,,,31.31,12.83,,,14.29,21.67,52.19,14.4,32.9,,,26.59,,,,13.67,29.8,4.62,47.96,19.61,24.92,17.28,34.04,,,,29.23,,25.37,
