Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Viet Nam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2011,,67.4,,,,,,,,,30.09,85.7,,35.31,35.94,,100.15,39.42,95.57,62.85,,,58.72,,44.52,21.07,59.34,,,19.48,,,,,,53.76,,,,,,,,,,,,72.07,,,105.44,42.91,49.55,,,,,,,,,5.99,12.51,,,,49.86,82.29,,,,27.7,55.7,,,116.21,,,,24.56,,,,,,,90.47,156.09,51.56,24.87,,,111.57,,,108.05,133.98,175.57,60.42,9.71,,,,,,,,,69.53,,27.13,21.73,,,41.05,22.14,,,18.85,50.03,57.3,,84.19,56.17,,49.72,,25.2,19.77,,,,51.23,,,,,,65.25,,,,,,,,21.18,,,25.5,,,,19.1,48.81,57.49,105.81,,,37.25,8.63,,,50.92,,,,,79.36,,104.79,,48.58,48.89,13.93,,,,62.6,68.53,103.01,,,,,,43.68,21.35,,,,28.13,,,,,,41.45,,,,,26.48,,143.76,89.55,43.15,,,,,,,,18.05,
2012,,63.31,,,,,,,,,39.44,90.6,,36.45,37.01,,112.47,24.43,104.03,61.7,,,68.18,,49.13,20.62,59.85,,,21.8,,,,,,54.62,,,,,,,,,,,,76.51,,,119.07,51.87,49.97,,,,,,,,,13.55,12.88,,,,54.54,90.28,,,,28.1,57.11,,,168.04,,,,24.7,,,,,,,94.03,151.83,50.68,25.03,,,130.02,,,126.66,137.93,183.71,65.35,11.69,,,,32.41,,,,,65.64,,32.18,20.32,,,47.2,24.6,,,28.46,51.65,,,82.33,52.54,,49.16,,27.12,20.35,,,,,,,,,,71.4,,,,,,,,22.35,,,26.85,,,,17.76,49.16,61.05,136.18,,,40.39,8.54,,,54.98,,,,,76.0,,107.83,,58.49,59.61,11.59,,,,88.6,66.75,96.86,,,,,,43.51,21.34,,,,28.44,,,,,,39.92,,,,,28.96,,147.05,93.65,40.95,,,,,,,,23.49,
2013,,69.91,,,,,,,,,37.56,87.7,,45.11,43.94,,120.06,23.84,101.56,61.54,,,90.37,,45.94,19.02,57.23,,,22.05,,,,,,51.15,,,,,,57.77,,,,,,87.52,,,149.71,51.37,46.29,,,,,,61.85,,,13.8,,10.73,,,55.89,90.97,,,,28.95,54.26,,,185.76,,,,25.21,,,,,,,94.6,140.11,50.31,27.78,,,131.92,,,134.75,135.89,186.56,73.72,12.22,,,,34.93,,,42.81,,61.56,,33.21,,,,44.84,25.42,,,24.91,53.0,,,81.34,52.91,,,,26.32,19.92,,,,,,,,,,71.38,,,,,,,,22.43,,,22.9,,,,17.05,47.14,62.01,140.05,,,43.88,12.34,,,47.5,,,,,51.7,,99.45,,63.21,77.28,10.11,,,,105.45,68.35,67.1,,,,,,45.17,20.32,,,,,,,49.04,,,34.99,,,,,32.29,1.85,141.64,95.32,40.0,,,,,,,,24.22,
2014,,73.01,,,,,,,,,41.71,95.8,,47.02,45.33,,129.2,24.55,112.3,61.41,,,86.31,,49.97,18.33,58.46,,,32.5,,,,,,48.86,,,,,,47.52,,,,,,93.31,,,158.99,50.31,48.68,,,,,,50.32,,,13.95,13.86,26.94,,,60.49,97.55,,,,30.39,54.7,,,189.32,,,,,,,,,,,98.6,134.87,49.9,27.42,,,120.98,,,148.87,132.41,192.11,77.71,14.15,,,,36.5,,,54.65,,68.32,,33.02,,,,48.33,26.15,,,27.92,52.68,,,81.74,49.55,,,,23.39,21.07,,,,,,,,,,75.99,,,,,,,,20.07,,,21.52,,26.89,,18.34,43.43,58.2,152.35,,,46.27,11.17,,,53.22,,,,,66.62,,99.61,,65.88,96.86,8.72,,,,117.96,68.59,57.67,,,,,,49.45,20.56,,,,,,,47.48,,,34.59,,,,,60.29,,150.59,95.45,41.18,,,,,,,,44.4,
2015,,79.39,,,,,,,,,46.47,95.08,,48.3,63.49,,141.02,37.6,108.58,,,,82.29,,,19.09,67.54,,,30.85,,,,,,51.67,,,,,,52.96,,,,,,95.59,,,157.02,47.77,42.94,,,,,,50.71,,,13.12,15.76,27.94,,,62.36,97.98,,,,36.0,51.59,,,189.18,,,,,,,,,,,96.34,116.49,49.96,30.31,,27.39,88.39,,,149.94,124.65,194.58,78.86,21.2,,,,37.49,,,69.69,,62.8,,33.14,,,,49.65,25.68,,,27.33,53.57,,,74.48,47.61,,,,29.94,23.31,,,,,,,,,,72.88,,,,,,,,24.34,,,61.97,,29.88,,21.75,,56.93,150.71,,,45.17,12.3,,,56.46,,,,,60.91,,103.32,,64.83,100.35,6.74,,48.68,,110.03,73.51,,,,,,,47.43,20.45,,,,,,,51.18,,,32.3,,,,,67.62,,147.95,95.96,47.15,,,,,,,,49.41,
2016,,80.4,,,,,,,,,54.64,94.69,,50.79,74.15,,146.46,38.92,110.18,,,,93.67,,47.95,15.8,73.42,,,35.54,,,,,,52.58,,,,,,66.53,,,,,,93.09,,,151.28,44.41,40.67,,,,,,51.46,,,14.07,20.04,29.01,,,62.76,102.26,,,,39.48,49.9,,,194.64,,,,,,,,,,,96.76,102.32,47.63,31.37,,29.48,85.49,,,147.74,122.66,193.23,74.07,16.77,,,,38.07,,,62.01,,68.14,,42.06,,,,47.73,24.03,,,37.89,51.89,,,75.13,48.54,,,,25.96,32.25,,,,,92.24,,,,,71.66,,,,,,,,27.11,,,66.38,,33.74,,22.7,,60.47,146.93,,,47.28,13.0,,,56.91,,,,,,,109.06,,66.42,95.38,6.26,,49.73,,109.16,,,,,,,,46.19,19.41,,,,,,,49.41,,,33.39,,,,,69.71,,156.6,97.93,46.33,,,,,,,,46.43,
2017,,76.34,,,,,,,,,53.26,89.41,,53.53,81.42,,,39.88,103.86,,,,95.78,,44.97,14.68,83.67,,,32.24,,,,,,50.78,,,,,,66.45,,,,,,86.57,,,142.34,40.86,38.37,,,,,,54.48,,,13.43,22.18,30.1,,,60.19,102.22,,,,38.84,47.87,,,198.96,,,,,,,,,,,91.96,89.42,47.58,32.43,,35.86,76.46,,,145.08,102.46,193.49,75.38,16.6,,,,37.35,,,63.1,,64.57,,37.37,,,,44.95,26.19,,,34.29,50.05,,,63.28,47.9,,56.16,,31.6,29.67,,,,,78.5,,,,,65.32,,,,,,,,27.36,,,77.99,,32.69,,23.88,,56.71,147.48,,,44.33,14.62,,,53.58,,,,,,,109.33,,64.35,87.82,8.4,,51.89,,107.76,,,,,,,,43.95,20.35,,,,,,,45.58,,,33.08,,,,,65.07,,161.27,97.02,44.93,,,,,,,,52.28,
2018,,74.02,,,,,,,,,54.43,84.22,,57.41,88.24,,,37.1,101.38,,,,95.85,,40.83,15.23,86.61,,,28.7,45.57,,,,,48.95,,,,,,71.33,,,,,,83.32,,,148.53,38.34,36.55,,,,,,51.67,,,13.46,26.98,32.53,,,60.27,101.62,,,,38.22,46.0,,,208.85,,,,,,,,,,,86.51,81.07,46.52,33.14,,27.44,75.02,,,139.9,,197.34,,21.97,,,,37.56,,,54.74,,63.47,,32.84,,,,38.5,25.37,,,41.7,51.19,,,58.36,44.12,,55.38,,23.7,27.51,,65.92,,,81.35,,,,,61.05,,,,,,,,28.34,,,83.79,,36.67,,25.03,,54.83,140.62,,,42.56,14.54,,,56.16,,,,,,,110.76,,63.78,82.4,7.69,,54.76,,106.6,,,,,,,,42.26,18.76,,,,,,,48.7,,,31.96,,,,34.67,55.34,,158.16,98.45,48.16,,,,,,,,59.71,
2019,,75.37,,,,,,,50.03,,60.14,83.12,,57.83,95.6,,,33.24,103.37,,,,90.36,,40.27,16.19,92.57,,,26.94,47.06,,,,,48.58,,,,,,72.33,,,,,,81.15,,,147.16,36.64,38.17,,,,,,53.43,,,13.93,30.61,31.45,,,60.53,104.96,,,,44.72,44.65,,,212.45,,,,,,,,,,,83.3,88.93,,33.73,,,69.61,,,147.57,92.25,198.01,79.35,18.48,,,,39.97,,,54.1,,67.4,,32.17,,,,42.11,27.52,,,44.68,52.42,,,56.33,41.73,,57.96,40.46,24.15,25.45,,60.82,,,78.88,,,,31.78,58.24,,,,,,,,28.61,,,85.24,,40.15,,25.97,,52.69,138.87,,,43.36,15.6,,,52.13,,,,,,,127.83,,63.11,84.23,7.74,,60.71,,109.68,,,,,,,,38.67,19.08,,,,,,,42.55,,,36.7,,,,38.48,47.02,,160.32,100.12,51.58,,,,,,,,61.93,
2020,,83.27,,,,,,,63.4,,69.22,99.91,22.25,82.26,115.52,,,38.59,119.27,,,,111.01,,44.73,19.62,98.71,,,32.26,73.39,,,,,69.86,,,,,,90.75,,,,,,98.0,,,175.15,45.62,48.4,,,,,,69.96,,,23.77,39.83,,,,70.21,123.17,,,,65.19,55.07,,,253.23,,,,,,,,,,,95.86,101.25,,42.9,,,71.3,,,176.13,106.28,215.76,75.97,23.72,,,,46.43,,,70.66,,77.67,,2.99,,,,52.86,29.45,,,,62.01,,,70.04,,,,44.9,27.86,33.96,,73.88,,,101.39,,,,39.05,66.82,,,,,,,,33.06,,,,,48.68,,34.22,,66.77,161.3,,,57.3,21.14,,,95.66,,,,,,,151.57,,78.33,107.43,11.46,,72.1,,134.03,,,,,,,,44.02,20.93,,,,,,,45.02,,,43.18,,,,44.19,57.08,,196.61,124.73,62.38,,,,,,,,103.54,
