Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Viet Nam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2011,8.92,18.02,,,,16.1,,10.57,,,20.32,25.43,12.22,13.01,1.11,8.69,25.93,14.51,24.2,18.45,,,12.68,,20.3,24.05,14.85,,,17.88,12.22,15.53,17.99,10.15,,11.8,,,,18.94,10.31,,,,8.11,13.21,7.57,19.68,,,23.15,14.52,32.75,,,12.3,,14.01,15.34,7.02,,19.24,16.31,9.21,,22.92,20.02,14.51,,,,22.66,11.48,14.87,,22.19,,,,11.02,,,,,14.79,,20.86,20.58,10.18,11.16,,,21.84,,22.3,23.65,23.36,9.25,14.61,18.26,,16.35,,,,0.8,,13.15,20.59,16.38,30.21,11.15,,,15.48,23.99,37.42,8.71,10.62,14.79,12.08,12.55,25.81,17.06,,18.0,9.62,4.96,15.24,,18.47,,21.45,16.8,,29.55,,11.62,20.23,,,14.52,,,,,27.55,,,17.45,,,9.37,15.97,11.85,16.78,20.63,,,17.22,13.95,,,16.15,,2.31,,19.05,31.7,,13.11,,15.97,17.84,25.16,,22.36,,11.88,10.85,18.08,18.05,,21.38,3.86,,26.63,9.32,,,9.79,16.36,135.48,11.41,,,,18.6,,,,,17.84,0.05,25.82,9.54,18.2,10.81,16.44,,,,4.91,,14.72,17.93
2012,7.71,17.48,,,,14.82,,10.71,,,21.1,25.93,12.78,12.04,1.18,9.02,24.4,14.66,25.09,18.53,,,13.82,,20.48,28.04,14.33,,,18.39,13.89,14.5,16.28,11.08,11.34,11.66,,,,18.99,10.26,,,8.86,7.28,13.11,10.62,20.18,,,23.33,14.93,33.45,,,13.03,,,16.18,8.74,,19.95,28.23,9.38,,22.89,20.14,14.98,,14.06,,23.09,11.62,15.37,,24.37,,,,11.01,,,,,14.75,,22.52,21.5,10.84,11.38,,,22.52,,21.71,24.95,24.33,9.58,14.92,13.31,,16.83,,14.08,,0.72,,13.61,21.06,15.2,38.08,12.97,,,15.53,24.43,36.8,8.37,9.32,15.61,,12.99,25.69,16.42,,18.62,9.35,4.89,15.6,,15.31,,21.97,18.63,4.52,32.93,,12.04,19.41,,,15.01,,,,,26.87,,,18.07,,,9.46,16.55,12.31,16.1,20.14,,,16.87,13.75,,20.54,18.02,,2.52,,18.55,29.57,,13.58,,15.52,17.87,26.18,,22.85,,11.76,10.11,17.9,17.15,,21.84,6.89,,26.3,9.17,,,10.43,15.44,147.64,11.36,,,,18.14,,,,,17.63,0.06,25.09,9.76,17.79,11.74,17.38,,,,4.22,,14.89,17.84
2013,7.12,16.5,,,,14.18,,10.23,21.59,,21.94,26.42,13.39,11.86,1.07,8.96,22.99,13.35,25.44,18.59,,,13.51,,19.75,26.74,14.13,,,19.69,14.95,13.49,16.27,12.08,11.52,11.62,,,,17.46,9.91,13.85,,9.04,8.62,13.42,10.64,20.69,,,23.52,15.08,33.82,,,13.5,14.12,,17.05,8.52,,20.17,,8.76,,23.48,20.64,15.56,,16.06,,22.06,11.61,10.67,,24.25,,,,11.1,,,,,15.06,,22.56,21.66,11.0,11.29,,,22.93,,22.56,25.14,24.01,10.25,14.93,16.03,,16.55,,13.63,,0.78,17.57,13.74,21.73,14.07,35.91,12.46,,,15.6,24.55,36.39,8.79,9.71,15.31,,13.03,25.73,16.54,,18.12,9.88,5.47,15.47,,15.73,,20.63,21.54,5.53,32.98,,13.3,19.69,,,15.02,,,15.49,,25.01,,,18.48,,,8.93,16.43,12.74,15.75,21.99,,,17.59,12.93,,22.69,17.08,,2.71,,20.84,28.15,,13.27,,16.69,17.9,26.61,,23.3,,13.61,10.12,17.83,18.16,,20.37,7.68,,26.47,9.26,,,10.72,17.01,93.87,12.1,16.98,,,18.39,,,,,16.9,0.08,25.12,10.46,17.86,12.51,18.23,,,,4.44,,14.35,
2014,6.88,18.3,,,,13.54,,10.36,21.6,,21.89,26.42,14.21,11.46,0.83,8.64,23.44,12.7,25.4,19.99,,,12.7,,19.78,27.09,13.49,,,19.57,13.66,13.69,15.53,14.63,12.29,11.81,,,,17.04,9.68,14.86,,8.64,9.58,13.05,10.12,20.42,,,24.72,14.43,36.5,,,13.39,14.02,,16.71,8.3,,20.75,28.84,8.81,,22.64,20.63,15.4,,15.11,,22.05,11.48,11.25,,24.98,,,,10.78,,,,,16.54,,22.72,24.49,9.98,10.84,,0.91,23.08,,22.85,24.84,24.05,11.36,15.43,14.19,15.19,15.93,,13.24,,0.89,17.55,13.83,22.03,14.11,36.33,,,,15.84,24.75,35.09,8.44,10.95,14.84,19.32,12.65,26.0,15.9,,18.08,10.24,12.54,16.83,,12.9,,20.35,23.97,5.84,34.63,20.03,13.99,20.64,,,15.32,,,16.06,,23.41,,,19.13,10.26,17.91,9.75,16.72,13.02,15.72,21.98,,,17.71,13.26,12.95,23.68,18.35,,2.73,,21.97,29.12,,13.56,,17.44,18.17,25.6,,23.88,,14.14,9.75,18.47,18.11,,22.5,7.98,,26.51,9.09,,,11.36,15.81,62.79,13.17,17.15,,,17.98,,,,,17.29,0.07,24.86,10.9,17.28,12.32,18.34,,,,5.19,,15.76,
2015,7.58,18.52,,,,11.0,,9.98,20.93,,21.87,26.83,15.6,12.88,1.03,8.5,25.27,14.17,23.63,19.69,,,12.33,,19.7,26.31,13.63,,,20.08,13.28,13.13,17.14,14.58,12.11,12.39,,,,17.55,9.38,15.08,,9.1,12.2,13.25,11.18,21.41,,,24.05,14.77,33.92,,,12.81,16.39,,16.75,11.46,,21.64,26.38,8.35,,23.62,20.47,15.5,,12.83,,22.35,11.48,11.69,,25.09,,,,10.36,,,,,17.34,,22.91,22.69,10.57,10.75,,1.32,18.73,,23.07,24.74,24.82,11.28,14.95,9.84,14.84,19.73,,13.16,,1.38,16.8,13.51,22.36,13.47,33.77,,,,16.69,23.32,29.15,8.95,10.54,14.06,19.65,14.1,24.3,17.4,,8.76,12.35,5.42,16.29,,11.89,,19.44,20.01,6.01,33.42,16.98,14.69,21.16,,,15.59,,,16.63,,22.09,,,19.69,10.1,15.23,9.64,14.92,13.02,15.71,22.13,,,18.69,10.64,13.29,22.54,17.9,,3.26,15.79,22.36,28.46,,13.14,,18.11,18.49,25.74,,24.29,,14.2,11.72,19.64,18.71,,22.66,8.19,,27.14,9.56,,,10.49,16.14,36.05,13.77,18.7,,,18.21,,,,10.8,20.45,0.08,25.05,11.18,17.1,12.65,16.91,,,,5.08,,14.39,17.67
2016,9.5,17.59,,,,9.73,,8.73,21.28,,22.26,25.42,14.56,14.3,0.85,7.32,27.39,13.79,22.11,20.63,,,12.06,,19.71,21.63,13.71,,,20.33,14.14,13.86,16.73,14.83,11.65,12.5,,,,17.47,9.12,14.39,,7.95,13.09,13.51,11.46,21.87,,,23.52,14.91,33.3,,,12.91,14.54,,17.35,6.38,,21.77,23.32,8.09,,23.53,20.81,15.43,,11.47,,23.04,11.3,11.06,,26.93,,,,10.42,,,,,,,22.75,37.61,11.15,10.34,,2.08,19.08,,23.04,25.07,26.03,10.98,15.02,9.92,14.97,21.5,,13.98,,,16.95,12.94,23.47,13.53,29.29,,,,16.93,23.77,27.78,9.24,10.64,13.55,19.98,15.4,25.25,17.44,,17.61,13.12,6.14,16.43,,11.35,,19.87,20.08,7.18,29.67,25.24,16.14,21.91,,,16.17,,,16.76,,21.96,,,19.36,10.38,12.95,9.56,13.79,13.09,16.32,21.8,,,16.93,9.18,14.42,22.97,16.69,,3.28,16.37,23.29,28.83,,13.31,,18.09,18.61,23.84,,24.06,,13.79,11.42,18.35,19.14,,24.35,7.39,,28.12,9.4,,,11.39,15.36,14.98,13.87,20.27,,,18.3,,,,11.12,19.63,0.05,25.44,10.85,21.73,12.51,16.8,,,,5.31,,13.35,15.46
2017,9.9,18.89,,,,9.22,,8.4,20.78,,22.09,25.42,13.16,15.04,0.98,7.0,,13.02,22.72,21.34,,,11.86,,19.99,23.93,13.61,,,20.52,15.26,14.37,17.8,15.79,11.88,12.61,,,,17.51,9.42,14.73,,6.59,10.14,13.24,11.76,22.01,,,23.82,15.01,33.4,,,13.03,13.69,,17.75,5.98,,20.94,26.7,7.6,,24.67,20.73,16.0,,11.08,,23.01,11.42,11.58,,26.75,,,,10.64,,9.48,,,,,22.55,23.92,11.39,9.88,,2.69,18.2,,24.24,24.68,26.22,11.48,14.7,10.3,15.05,18.45,,14.49,,,17.05,12.24,23.45,15.36,33.01,,,,16.65,24.52,29.04,10.03,12.18,12.95,20.69,15.88,25.06,17.69,,17.93,12.69,10.63,17.73,,13.55,,20.13,22.11,6.08,31.31,22.55,18.0,23.09,,,16.57,,,16.97,,22.29,,,19.47,10.0,12.61,9.96,13.17,13.59,16.85,21.84,,,15.34,10.29,13.45,23.48,16.48,,3.26,15.91,24.07,29.18,,13.99,,18.57,18.34,24.77,0.0,24.04,,13.71,11.61,17.41,18.23,,23.8,,,28.13,10.06,,,11.84,14.78,20.06,13.06,20.8,,,17.75,,,,11.6,20.05,0.07,25.58,11.5,18.08,10.4,17.13,,,,5.74,,15.18,15.87
2018,,18.55,,,,9.64,,7.36,20.87,,23.18,25.42,12.97,14.55,1.14,7.73,,14.67,23.25,,,,15.8,,20.14,21.74,13.94,,,19.91,15.29,,18.93,17.05,12.35,13.06,,,,18.4,9.05,14.61,,7.3,6.83,13.18,11.67,21.74,,,23.98,14.83,32.24,,,13.02,14.29,,18.13,6.17,,20.96,24.21,7.52,,23.99,20.82,15.74,,10.22,,22.05,11.46,12.24,,27.2,,,,10.56,,,,,,,22.2,22.98,12.02,10.23,,1.98,18.04,,22.7,24.24,26.78,11.7,14.73,11.72,14.36,17.89,,15.54,,,18.0,11.72,22.79,15.33,31.82,,,,16.78,26.64,29.44,10.28,12.17,12.02,20.14,11.67,25.04,17.96,,18.41,12.71,25.83,18.01,,16.69,,20.29,21.19,2.76,28.93,28.84,19.08,23.06,,,15.7,,,17.36,,23.31,,,20.98,9.59,13.19,10.08,14.29,14.05,17.36,22.13,,,14.09,11.47,14.25,23.78,17.97,,8.29,16.38,23.6,28.9,,13.01,,18.55,18.52,25.53,0.0,24.09,,14.23,11.15,,,,,,,27.91,9.69,,,11.7,14.91,25.09,12.86,21.95,,,17.32,,,,11.68,20.14,0.06,25.53,9.93,18.32,12.88,17.84,,,,18.78,,16.59,7.21
2019,,18.14,,,,10.09,,8.0,22.29,,23.38,25.58,14.22,16.89,3.01,7.64,,13.3,21.82,,,,14.5,,19.83,21.1,13.74,,,20.48,15.64,15.06,18.22,19.73,12.03,12.74,,,,17.72,8.49,14.9,,6.38,7.1,13.37,11.67,21.83,,,23.3,14.77,34.83,,,13.3,13.4,,18.08,9.3,,21.15,25.19,6.66,,22.89,20.67,14.99,,11.48,,22.9,11.41,12.0,,26.12,,,,10.44,,9.16,,,,,22.11,21.93,,9.75,,1.34,17.71,,22.12,24.58,27.45,11.43,14.81,11.79,15.1,22.31,,15.2,,,15.96,11.47,21.3,15.41,32.54,,,,19.97,26.47,29.78,10.53,11.95,11.94,19.94,14.5,24.46,18.67,,19.41,12.78,19.91,17.66,,16.85,,19.91,26.68,6.02,30.39,34.15,19.81,24.05,,,17.42,,,16.88,,23.28,,,18.37,8.66,13.02,10.0,14.53,14.49,17.34,21.69,,,14.2,10.94,14.61,24.43,16.91,,7.0,18.42,24.05,28.36,,13.15,,18.78,18.69,22.23,0.0,24.14,,13.75,10.9,,,,,,,27.41,9.91,,,,14.66,22.88,13.58,20.89,,,16.57,,,,12.24,19.2,0.97,25.08,9.89,17.87,12.52,17.59,,,,18.53,,16.68,
2020,,16.98,,,,,,8.04,21.86,,22.56,24.43,15.19,18.66,2.92,7.0,,12.02,21.17,,,,12.28,,18.75,22.27,12.72,,,20.28,13.43,15.79,18.39,17.89,10.87,13.5,,,,16.2,8.09,14.04,,6.43,8.32,12.28,11.79,20.78,,,22.23,14.37,34.53,,,12.39,12.94,,18.39,8.01,,20.72,28.13,6.2,,19.45,19.87,14.68,,12.45,,21.18,10.55,11.34,,25.3,,,,9.96,,,,,,,22.61,22.4,,8.31,,,16.2,,21.91,24.76,25.71,12.32,15.98,8.32,14.3,21.33,,14.86,,,14.04,9.4,21.86,8.9,36.0,,,,19.98,25.26,21.83,9.52,11.86,10.88,20.11,14.16,23.34,17.23,,20.71,13.9,7.05,17.91,,14.15,,20.02,21.53,,31.21,44.35,15.77,24.37,,,17.07,,,15.92,,21.25,,,17.93,8.05,11.88,9.52,13.22,13.95,17.48,21.48,,,13.85,10.8,15.07,24.42,16.14,,8.24,17.45,23.49,26.18,,12.73,,18.64,17.2,21.05,0.0,22.49,,13.57,7.78,15.04,,,,,,26.73,9.34,,,11.63,14.46,12.64,12.87,21.3,,,17.7,,,,11.39,19.15,0.68,24.77,10.21,18.51,14.78,14.04,,,,20.85,,16.42,
