Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Viet Nam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2011,100.29,101.58,112.39,,89.09,126.25,116.57,117.46,96.52,106.7,105.27,100.56,95.57,91.75,96.22,,100.81,96.93,101.27,112.08,119.24,107.73,113.17,101.71,88.97,,,109.03,103.96,101.12,80.2,140.37,105.8,120.73,108.32,98.56,103.48,90.47,,103.17,103.87,121.83,108.42,97.02,108.29,111.91,77.11,98.09,100.2,,101.2,100.08,101.2,,106.95,110.2,109.09,91.02,109.94,62.66,74.12,99.04,124.78,93.31,,93.56,99.79,102.69,,130.17,70.65,108.02,104.42,99.05,,99.5,,105.56,,115.99,90.07,,104.0,,97.19,104.6,100.1,98.76,109.71,115.48,107.19,,103.38,,97.63,100.3,100.88,,90.37,103.81,,106.94,,101.0,,104.05,98.59,120.71,102.29,,117.59,100.92,,104.95,101.25,96.3,102.68,141.92,136.17,99.35,100.48,80.75,100.98,103.25,95.27,100.03,111.06,,,,117.35,98.03,109.07,113.48,,,,150.35,107.07,,99.07,115.79,65.4,88.09,,,99.69,111.14,71.03,,104.95,,108.96,108.3,,99.26,109.65,92.7,99.26,98.38,96.13,154.13,100.92,92.05,118.86,128.98,86.83,100.81,111.59,110.75,103.07,,100.5,97.99,113.45,,108.39,88.45,100.81,97.4,116.23,98.5,,104.33,73.59,105.42,97.79,102.48,117.54,92.96,96.59,97.25,131.01,123.72,115.24,,104.92,105.75,,,,113.12,98.93,79.77,105.03,,110.7,94.75,,100.89,100.25,,91.67,87.54,112.13,
2012,106.28,102.07,111.71,,88.13,,113.03,116.52,96.49,104.38,105.67,100.34,97.96,86.77,99.52,,,95.83,101.52,115.07,123.16,106.14,112.42,99.23,89.02,101.33,104.78,108.21,103.4,100.36,82.41,135.61,105.17,120.34,112.78,99.44,104.21,94.45,,103.37,103.44,118.64,,101.65,105.46,111.14,79.74,98.72,100.63,,100.18,99.36,101.51,,109.29,108.47,106.42,95.67,108.9,64.02,77.14,98.32,124.54,92.68,,94.6,99.71,102.52,,,73.04,109.75,104.14,101.38,,99.5,,,,111.67,92.23,,103.14,,93.88,107.34,101.07,98.83,111.78,115.96,107.18,,102.12,,98.52,100.03,100.96,,90.93,102.18,112.31,104.49,,101.15,,100.4,100.42,119.4,101.05,,116.67,,,103.83,101.85,98.74,99.32,141.97,135.22,100.16,97.56,77.26,100.94,,94.8,99.37,111.07,,,,114.09,99.07,109.25,112.62,,120.95,97.02,147.89,107.05,,98.88,113.65,67.32,89.4,92.97,,99.63,103.37,70.79,,103.4,100.1,112.24,102.12,,100.68,108.92,96.05,102.54,96.24,97.26,153.37,100.68,93.3,110.95,130.85,86.37,100.9,113.47,113.63,103.56,,99.13,98.21,110.88,,109.08,,100.47,97.18,115.27,97.48,,111.56,75.41,105.73,99.55,102.13,116.94,91.95,93.09,98.18,130.17,126.96,117.42,,105.47,104.71,,,,112.98,97.14,82.23,105.8,,109.78,95.12,,101.07,100.62,,93.27,86.9,112.24,103.77
2013,107.7,101.47,112.25,,87.65,,112.63,114.51,99.35,116.11,105.8,100.75,100.5,79.93,105.87,,,94.93,103.19,113.44,124.06,104.99,106.14,97.72,88.87,100.56,109.95,108.19,103.36,98.79,83.68,130.22,105.53,121.02,,99.35,101.26,101.44,,102.08,102.93,119.08,111.28,103.08,102.24,109.4,80.62,98.57,100.51,175.82,99.76,98.78,101.3,,107.52,109.53,104.89,95.56,107.93,,86.13,97.68,124.51,,,95.95,99.69,102.28,,,74.09,110.56,103.64,100.28,,98.73,,104.12,,108.92,94.38,,94.67,,91.14,106.88,100.71,98.79,113.42,112.64,120.71,,101.96,,97.69,101.11,99.38,102.26,93.72,101.4,,102.02,,100.27,,97.42,101.4,118.86,100.39,,112.75,52.25,,,101.75,97.73,99.69,141.26,139.18,101.02,95.75,72.54,101.23,,93.2,98.06,110.11,95.66,,,107.47,,108.96,114.0,,123.49,,144.31,,,98.88,111.15,71.65,91.37,96.98,,99.64,105.94,70.24,110.78,102.2,,106.48,103.19,,100.07,110.04,98.59,100.88,,96.95,123.71,,93.15,110.18,100.84,83.99,101.6,113.37,115.53,103.09,,98.69,98.6,111.98,,108.89,71.29,103.11,97.27,113.28,97.93,,113.25,76.53,105.75,118.14,102.44,69.8,91.89,89.45,98.93,129.08,127.72,117.89,,105.4,114.72,,,,111.62,96.31,82.41,105.35,99.46,109.71,95.45,115.53,101.63,102.08,,93.52,89.35,106.38,103.13
2014,109.12,105.77,111.69,,88.24,,111.84,113.96,100.92,117.88,105.46,100.97,106.06,80.44,105.24,,96.81,95.13,103.1,112.72,124.52,104.43,104.01,96.24,89.47,97.76,110.32,107.94,102.23,99.25,84.9,125.4,104.34,114.56,114.0,99.5,104.34,102.35,,101.93,97.95,116.08,110.69,106.84,104.56,108.51,82.85,98.91,102.78,,99.15,97.68,101.18,,108.9,108.06,105.97,94.04,106.6,,77.25,97.59,125.21,96.16,,96.02,99.66,101.28,,,76.8,109.71,102.62,97.89,,97.96,,103.22,,105.43,96.16,,91.83,,89.2,105.05,101.31,98.77,111.58,110.91,111.85,,101.54,,97.29,100.75,96.39,102.42,97.61,100.8,107.9,110.19,,99.46,,95.99,101.62,117.48,99.85,,110.81,92.67,,102.66,100.98,97.31,100.71,141.73,139.09,99.82,96.8,73.46,100.67,,93.52,97.29,108.57,97.83,107.43,,100.2,,108.56,113.87,113.22,,108.38,141.94,,,98.65,110.62,72.27,87.45,95.9,,99.49,105.68,74.32,108.69,99.11,,104.27,100.49,109.67,99.56,108.55,101.41,98.6,,97.5,138.32,104.47,93.39,106.44,102.03,85.13,102.19,118.25,,102.34,,98.51,98.59,111.33,,109.03,,102.54,97.43,113.66,97.43,,114.25,76.31,106.19,118.03,102.47,,90.53,85.98,105.39,127.98,124.29,117.46,,105.9,111.94,,97.32,108.47,112.74,95.47,86.75,99.97,99.67,109.46,96.78,,100.5,105.52,,94.97,,107.51,102.42
2015,106.18,105.69,110.84,,88.96,119.14,109.83,113.78,102.38,115.89,101.67,101.1,106.6,,102.21,,96.34,96.05,102.24,113.61,127.12,105.58,102.48,95.83,91.17,97.99,109.15,109.95,101.67,99.13,85.45,120.04,101.82,116.11,116.57,99.84,105.45,91.57,,101.71,97.15,115.5,,104.78,107.36,106.73,85.89,99.49,102.81,,99.3,96.96,100.88,,102.34,112.01,101.19,,104.58,52.79,76.3,97.12,125.18,97.12,,98.1,99.57,101.99,,,79.21,107.68,102.7,102.02,,99.83,,104.22,,104.1,89.75,,91.11,,89.89,105.13,100.83,98.69,112.94,109.36,109.03,,101.18,,97.76,100.37,95.23,102.42,,100.5,105.45,104.86,,100.06,,101.93,101.02,114.18,99.39,,108.82,90.18,,105.67,101.54,97.4,99.8,142.89,138.31,98.8,99.01,72.14,100.31,109.86,96.38,97.32,106.96,93.97,105.72,,98.0,101.2,107.76,114.51,,129.0,98.24,142.99,106.06,,98.54,107.67,74.57,83.75,96.89,,99.37,104.04,74.85,,96.01,,98.23,99.69,108.66,,107.01,103.25,101.98,89.05,98.38,137.24,105.46,94.76,107.26,102.69,84.87,102.18,119.94,116.4,101.67,,98.31,98.38,111.44,,111.68,71.7,102.14,97.53,113.64,95.75,,115.01,76.19,108.63,119.62,102.16,,91.27,83.42,105.31,126.82,128.25,117.36,,106.11,107.29,,93.67,113.16,103.62,87.85,91.78,100.16,100.3,109.24,96.85,112.68,99.74,106.82,,95.43,,103.85,101.52
2016,106.15,105.32,110.69,,90.17,107.03,106.87,112.94,103.06,114.18,101.18,100.43,106.43,,102.7,,97.04,97.35,102.06,115.65,125.55,104.33,100.94,96.19,91.0,,108.76,111.38,102.45,98.08,87.65,116.19,99.75,111.13,116.08,98.55,103.97,85.98,,101.59,97.39,115.44,,,,107.03,90.13,98.79,102.45,,98.55,96.91,101.04,,102.39,110.7,99.03,95.43,102.41,53.54,74.16,97.29,123.18,,,98.65,99.51,102.26,,,80.52,104.19,101.41,100.42,120.99,99.37,,100.14,,103.01,94.36,,88.99,,89.6,104.74,99.03,98.95,119.51,107.16,107.91,,101.34,,97.13,99.81,94.33,102.22,98.43,100.17,104.79,106.72,,99.72,,,100.43,110.41,99.2,,108.13,84.15,,105.49,104.22,97.41,101.29,138.57,137.11,99.92,98.1,73.56,99.94,107.46,88.47,96.72,106.39,94.33,104.46,144.48,97.64,100.17,107.98,113.74,117.94,130.08,111.74,143.41,105.68,,98.58,111.6,76.65,81.92,,,99.23,103.31,79.84,,93.1,103.69,98.12,100.12,106.22,,105.81,98.08,104.05,87.59,98.33,140.62,105.98,,108.05,103.45,83.9,101.11,126.22,118.64,100.77,,97.62,97.98,112.17,,107.62,,102.13,97.53,114.44,96.4,,114.35,77.65,107.4,121.45,101.9,,93.08,84.01,107.06,123.87,124.69,,,106.18,105.28,,,99.47,105.91,87.41,88.74,100.32,101.36,108.08,97.66,,96.86,110.22,,95.86,83.9,100.0,100.03
2017,106.13,105.41,109.84,,89.37,122.24,109.16,111.68,101.62,,100.64,101.1,103.29,,100.93,109.13,96.82,97.4,102.75,114.82,121.61,101.28,99.74,97.06,91.38,,109.81,116.21,100.11,97.59,89.73,111.12,98.24,110.51,110.15,98.77,98.71,77.24,,101.4,97.92,113.31,105.65,,,106.6,91.82,99.23,101.85,,99.31,97.23,100.78,,101.49,108.02,98.25,95.79,98.94,53.38,72.44,97.25,121.96,104.2,,100.94,99.47,102.42,,,83.37,103.25,101.74,99.05,125.12,98.83,,100.13,,103.03,99.9,,,,88.4,104.81,98.43,98.86,117.87,105.63,107.3,,100.85,,96.93,102.8,94.44,102.25,98.56,100.88,,101.3,,98.62,,,101.2,107.5,99.37,,109.97,79.93,,104.7,106.41,96.74,105.33,143.37,138.96,100.66,96.94,76.45,99.61,,87.74,96.48,105.8,95.07,103.68,,96.32,100.94,109.26,112.01,120.05,133.53,,140.82,105.04,,98.48,112.85,78.18,76.46,95.2,,99.27,103.71,78.84,,94.6,,,98.02,103.18,97.68,104.91,,106.43,87.27,100.77,139.31,105.06,,109.63,106.09,84.46,100.72,132.24,122.32,100.63,,98.27,98.18,110.8,,104.85,,102.51,97.65,,96.74,,113.86,77.05,104.59,122.9,101.83,,95.91,87.62,103.22,117.96,123.16,,,106.57,97.49,,107.25,,105.53,88.21,81.8,100.7,101.82,107.15,98.05,,94.09,109.94,,97.37,,99.24,98.55
2018,107.78,104.57,108.7,,89.67,88.57,112.09,111.55,100.06,109.2,100.4,101.37,99.72,,98.76,112.43,97.65,96.71,102.5,113.66,117.12,98.29,99.29,97.72,90.64,,108.62,92.81,99.0,96.79,91.72,107.73,98.64,111.57,103.17,99.02,97.04,87.72,,101.54,98.17,111.7,106.21,113.98,87.67,108.68,92.9,98.88,101.16,,99.8,98.27,100.75,,,105.86,98.93,96.58,97.45,51.23,72.82,97.46,121.54,,,103.45,99.7,102.46,,,85.96,101.23,102.65,97.32,,97.8,,96.5,,103.58,100.92,,90.13,,88.74,103.43,96.75,98.89,101.1,104.65,,,101.03,,96.49,102.89,97.29,102.1,98.89,100.53,,105.81,93.15,98.67,,,100.82,104.57,99.61,,100.6,,,106.33,106.06,97.34,101.24,136.94,136.83,100.94,96.59,72.09,99.6,,90.33,96.45,105.19,97.84,103.34,,96.7,103.26,110.37,116.09,118.85,134.24,,,104.56,,98.55,110.16,70.64,84.68,95.56,,99.17,101.08,82.03,,98.69,109.5,,99.03,98.09,94.49,104.98,100.43,107.33,91.38,102.07,137.13,103.65,95.13,111.16,105.43,84.31,100.46,123.72,110.48,100.26,,97.02,99.46,105.16,,101.95,,102.64,97.28,,97.92,,115.23,77.77,103.72,123.75,101.84,,,92.35,103.21,113.75,121.91,116.09,,106.2,100.93,,128.81,96.01,,88.57,,101.22,101.26,105.28,98.29,,95.47,112.22,,96.75,,97.77,97.88
2019,110.01,102.59,107.78,,89.35,,112.12,111.37,97.32,109.7,100.2,101.78,97.94,,98.0,,98.84,95.65,102.15,112.81,112.03,94.09,97.96,98.24,90.16,,107.41,106.67,97.61,96.44,89.96,104.94,96.99,111.5,105.45,97.79,95.86,86.53,,101.19,98.24,109.36,,,,110.89,93.55,99.0,100.98,,100.48,99.28,100.55,,90.0,112.33,98.35,97.82,92.27,51.2,72.04,98.16,120.86,,,111.44,99.56,102.45,,100.59,89.37,101.85,102.55,98.38,127.66,97.64,,,,103.43,98.14,,89.5,,87.8,102.2,96.62,98.81,99.5,102.6,106.08,,100.98,,96.27,102.96,93.39,102.65,98.86,101.62,78.84,104.13,,99.64,,,99.38,102.57,99.98,,96.09,,,103.83,104.71,98.33,96.24,129.23,139.57,101.38,97.13,,98.17,106.27,90.72,95.42,105.1,96.61,105.07,,96.1,103.65,111.52,119.07,,135.14,100.0,136.67,104.58,,98.25,108.95,69.78,83.26,93.65,,99.08,99.67,83.18,,93.08,,89.89,102.49,95.98,94.94,105.18,,103.58,92.61,101.83,138.02,103.96,94.62,112.0,103.16,83.36,99.63,119.32,140.37,100.69,,97.99,99.84,104.32,,101.26,,103.19,97.28,116.57,98.74,,113.12,,103.42,120.6,101.59,,,94.78,104.04,111.47,121.97,113.31,,,103.96,107.7,119.49,94.23,,90.68,90.94,101.79,100.98,104.35,98.26,115.6,,117.42,,96.06,,96.25,97.48
2020,,100.02,110.33,,88.72,,,110.62,96.62,109.25,99.9,101.56,98.24,,,118.43,99.53,94.42,102.06,110.31,109.15,90.49,103.8,98.7,88.85,,105.5,111.27,97.53,96.54,87.85,105.16,96.0,111.01,107.26,97.74,94.11,,,99.7,99.02,107.08,,118.2,,109.8,94.16,99.49,101.09,113.35,100.74,99.78,100.46,,91.71,105.93,98.15,98.9,91.0,,,98.35,,114.56,,108.69,99.82,102.65,,,91.41,101.76,102.0,96.87,126.37,97.28,,,,102.14,101.73,,99.12,,86.34,105.13,97.17,98.56,101.29,102.44,104.48,,101.37,,96.37,102.64,89.87,102.74,98.96,101.78,,102.7,,99.22,,,97.05,101.19,99.83,,92.67,72.92,,102.91,103.47,98.64,92.79,131.21,136.82,101.87,97.83,74.62,96.8,103.0,86.69,95.01,104.52,90.16,106.52,,95.12,103.85,112.55,120.16,,133.69,96.97,121.19,104.34,,97.54,107.9,73.04,87.37,93.44,,98.89,92.2,,101.6,94.26,,92.28,106.54,95.8,82.21,105.59,,102.09,91.9,102.76,,102.74,94.41,,102.71,84.58,98.08,114.15,137.54,100.54,,99.92,100.23,95.45,,99.74,,103.41,97.48,,99.33,,113.89,,104.96,119.5,101.73,71.19,101.09,95.88,104.68,110.75,123.54,112.25,,105.25,103.3,109.43,122.6,94.63,,91.11,93.79,102.1,100.31,105.24,98.62,115.44,,119.02,,95.18,,94.78,97.38
