Country Name,Year,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural population,Rural population (% of total population),Surface area (sq. km),Access to electricity (% of population),"Annual freshwater withdrawals, total (% of internal resources)",CPIA public sector management and institutions cluster average (1=low to 6=high),Ease of doing business rank (1=most business-friendly regulations),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Land area where elevation is below 5 meters (% of total land area),"Mortality rate, under-5 (per 1,000 live births)",Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),"Population, total",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Urban population,Urban population (% of total population),"Adjusted net savings, including particulate emission damage (% of GNI)","Central government debt, total (% of GDP)","Current account balance (BoP, current US$)",Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)",GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),Imports of goods and services (% of GDP),"Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)",Medium and high-tech manufacturing value added (% manufacturing value added),Net ODA received (% of GNI),Net ODA received per capita (current US$),Net official development assistance received (current US$),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Revenue, excluding grants (% of GDP)",Short-term debt (% of total reserves),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)","Children out of school, primary, female","Children out of school, primary, male","Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Gross intake ratio in first grade of primary education, female (% of relevant age group)","Gross intake ratio in first grade of primary education, male (% of relevant age group)","Labor force, female (% of total labor force)","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)",Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),"Progression to secondary school, female (%)","Progression to secondary school, male (%)","Pupil-teacher ratio, primary","Repeaters, primary, female (% of female enrollment)","Repeaters, primary, male (% of male enrollment)","School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% net)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","School enrollment, secondary (% net)","School enrollment, tertiary (% gross)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Bird species, threatened",Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fish species, threatened","Mammal species, threatened","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","Plant species (higher), threatened",Population living in slums (% of urban population),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)","Air transport, registered carrier departures worldwide",Container port traffic (TEU: 20 foot equivalent units),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Investment in energy with private participation (current US$),Investment in transport with private participation (current US$),Investment in water and sanitation with private participation (current US$),Mobile cellular subscriptions (per 100 people),Public private partnerships investment in ICT (current US$),Rail lines (total route-km),Secure Internet servers (per 1 million people),Age dependency ratio (% of working-age population),"Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),Completeness of birth registration (%),Completeness of death registration with cause-of-death information (%),"Contraceptive prevalence, any method (% of married women ages 15-49)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),"Fertility rate, total (births per woman)","Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Incidence of tuberculosis (per 100,000 people)","International migrant stock, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Maternal mortality ratio (modeled estimate, per 100,000 live births)","Mortality caused by road traffic injury (per 100,000 population)",Net migration,"Number of surgical procedures (per 100,000 population)",Population ages 65 and above (% of total population),"Population, female (% of total population)",Pregnant women receiving prenatal care (%),"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of anemia among children (% of children ages 6-59 months),"Prevalence of overweight, weight for height (% of children under 5)","Prevalence of severe wasting, weight for height (% of children under 5)","Prevalence of stunting, height for age (% of children under 5)",Prevalence of undernourishment (% of population),"Prevalence of wasting, weight for height (% of children under 5)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),"Specialist surgical workforce (per 100,000 population)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Unmet need for contraception (% of married women ages 15-49),CPIA economic management cluster average (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),IDA resource allocation index (1=low to 6=high),"Intentional homicides (per 100,000 people)",Military expenditure (% of GDP),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net investment in nonfinancial assets (% of GDP),Net lending (+) / net borrowing (-) (% of GDP),Proportion of seats held by women in national parliaments (%),Strength of legal rights index (0=weak to 12=strong),Total tax and contribution rate (% of profit),"Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, total (% of children ages 7-14)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Energy imports, net (% of energy use)",Fuel exports (% of merchandise exports),High-technology exports (% of manufactured exports),High-technology exports (current US$),"International tourism, expenditures (% of total imports)","International tourism, receipts (% of total exports)","Lead time to export, median case (days)","Lead time to import, median case (days)",Logistics performance index: Overall (1=low to 5=high),Medium and high-tech exports (% manufactured exports),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Firms with female participation in ownership (% of firms),Firms with female top manager (% of firms),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)"
Italy,2017,,43.37,1.97,22.78,5174.8,96.92,130.44,97.96,31.8,94047.0,295718.0,100.09,8.39,18073840.0,29.86,302069.0,100.0,18.51,,,,,,3.3,-0.15,18.63,,60536709.0,1.4,,99.57,,16.4,0.98,42462869.0,70.14,6.28,145.08,53102122703.0,30.38,30.73,,,1960000000000.0,1.67,41810.0,2530000000000.0,,20.68,27.87,21.3,1.23,42.69,,,,0.78,26.48,,,,151000000000.0,24164.0,22079.0,4.04,,,,96.31,96.9,42.59,26103399.0,,,,,,,99.81,99.72,13.43,64.04,,,11.48,0.28,0.39,93.96,102.8,95.66,0.97,101.01,94.66,62.7,,11.21,,2.54,,,15.97,94.78,,,3014.7,182.5,243811.0,10666550.0,27.47,34.3,,,,139.78,,16787.2,7744.06,56.14,7.6,99.9,100.0,,,10.7,,1.32,3.21,95.0,92.0,7.3,,85.2,80.8,82.95,6.0,5.7,70475.0,,22.52,51.39,,0.3,14.2,,,,2.5,,1.0,0.2,142.4,,,,,,,0.63,1.36,0.2,3.07,,-2.8,30.95,2.0,48.0,,,,40.93,59.36,13.73,19.65,,3.27,7.81,31882039823.0,6.37,7.74,,,,55.29,507000000000.0,453000000000.0,48.96,1.68,0.99,,,,,
Jamaica,2017,,38.5,6.63,11.08,1162.5,99.28,66.29,102.86,54.04,5852.3,10830.0,106.86,6.28,1253154.0,44.62,10990.0,97.4,12.34,,,,,,18.7,0.2,,,2808376.0,,,89.75,,11.0,,1555222.0,55.38,17.34,102.46,-397483327.9,26.66,34.66,101.51,14604848916.0,14808985133.0,1.0,9570.0,26865293784.0,64940000.0,21.56,48.87,19.44,4.38,18.77,0.43,21.92,61549999.24,0.54,29.59,47.46,24260000.0,26.98,3781167558.0,26319.0,27561.0,5.26,23.45,27.16,,80.01,81.51,45.26,1436161.0,,,,,,,97.36,96.15,22.39,71.08,97.64,96.48,22.11,2.36,3.44,,94.44,82.52,,87.67,73.2,,95.5,7.4,,3.87,,,16.66,100.0,,,3853.83,10.82,1181.0,1560000.0,8.49,10.5,390000000.0,,,110.07,,,142.79,40.68,12.75,99.7,98.0,,,7.15,,1.44,1.71,93.0,95.0,5.2,,73.91,69.92,71.91,101.0,13.5,-11329.0,,6.53,50.34,,1.3,24.0,,,,7.3,,2.1,7.1,,,,,,,,58.65,0.97,,,,0.46,17.46,9.0,33.1,,,,58.82,73.17,30.65,40.16,,18.81,5.74,2485946.0,6.3,,,,,1.31,1310000000.0,5818000000.0,48.13,1.31,0.59,,,,,
Japan,2017,,13.11,1.13,11.42,6284.5,98.65,243.23,99.87,68.41,249350.0,364500.0,100.89,0.78,10748180.0,8.47,377970.0,100.0,18.44,,,,,,2.6,-0.08,64.27,,126972000.0,,,,,6.9,1.0,116223820.0,91.54,7.32,193.49,203000000000.0,16.2,17.59,,,4930000000000.0,1.68,42980.0,5460000000000.0,,29.29,16.83,28.88,0.48,56.91,,,,0.94,12.63,,,,1260000000000.0,,,3.13,,,,,,43.68,67225084.0,,,,,,,,,12.4,59.13,,,15.66,,,,102.25,,1.0,101.88,,62.46,,2.82,,3.44,,,13.12,76.76,,,3386.57,430.0,1035522.0,22795035.0,31.9,50.3,,,,136.42,,,5971.47,69.1,7.6,99.9,100.0,,,10.8,,1.43,13.05,99.0,97.0,15.0,,87.26,81.09,84.1,5.0,3.9,164070.0,,28.46,51.36,,,16.2,,,,2.5,,0.2,0.1,,,,,,,,0.24,0.91,-0.05,3.14,,-3.54,10.11,5.0,47.4,,,,51.06,70.49,7.88,8.67,,1.63,17.59,106000000000.0,3.08,4.22,,,,81.03,698000000000.0,672000000000.0,27.79,4.27,0.83,,,,,
Jordan,2017,8.59,11.34,4.44,2.11,1309.6,88.05,133.86,97.04,1.1,975.0,88780.0,112.54,0.88,945229.0,9.25,89320.0,100.0,132.98,,,,,,16.5,2.49,19.25,,10215381.0,,,94.4,,5.3,1.0,9270152.0,90.75,5.32,75.38,-4392816901.0,25.56,34.71,72.59,30051818035.0,41608435915.0,2.47,9240.0,94354043785.0,2467470000.0,14.5,55.36,24.51,3.32,23.3,7.2,291.68,2979659912.0,0.44,22.74,,196330000.0,12.3,,12516.0,11318.0,3.21,13.54,17.09,22.62,83.68,85.86,19.51,2698786.0,,,,,,,97.07,94.79,34.33,62.39,98.23,97.74,21.04,1.19,1.46,25.89,98.56,80.09,0.98,88.88,61.9,28.62,100.0,18.12,,3.99,,,28.38,100.0,,,66.76,0.68,36946.0,796087.0,3.24,3.49,2753700000.0,,,94.99,,,103.47,60.27,23.38,,,,,3.16,,3.03,1.45,99.0,93.0,6.7,,77.83,73.46,75.5,42.0,21.5,41956.0,,3.27,48.0,,0.1,32.1,,,,,,,,,,14.2,,,,,1.3,4.68,,4.46,,-2.53,15.38,0.0,28.1,,,,16.58,61.49,3.45,10.32,,0.12,1.81,83323210.0,6.49,38.8,,,,36.47,7511000000.0,20498000000.0,67.32,0.42,1.32,,,,,
Kazakhstan,2017,0.82,80.09,4.52,10.99,1355.0,114.31,5.33,111.69,1.25,33669.6,2699700.0,107.72,0.05,7695637.0,42.66,2724902.0,100.0,34.89,,,,,,10.6,1.36,15.41,,18037776.0,0.0,,99.61,,2.0,1.01,10342139.0,57.34,7.15,16.6,-3426686675.0,18.71,32.4,107.12,159000000000.0,167000000000.0,4.1,22090.0,398000000000.0,71610000.0,25.93,24.43,32.33,7.44,13.8,0.04,3.3,59490001.68,0.37,15.49,24.97,40060000.0,47.81,30746770568.0,12472.0,19404.0,3.39,0.26,,8.57,108.6,106.62,49.41,9113763.0,,,,,,,98.77,99.57,28.06,64.63,99.7,99.66,20.76,0.03,0.04,52.98,100.88,86.24,1.02,102.14,99.84,51.07,100.0,4.9,,6.08,,,21.02,87.41,,,3567.51,64.35,83048.0,,13.81,19.8,,75000000.0,,145.75,,16040.3,1232.25,54.73,21.64,99.9,,87.0,,7.15,,2.75,5.43,99.0,99.0,69.0,,76.92,68.72,72.95,13.0,13.9,-15903.0,,7.31,52.07,,,21.7,,,,2.5,,1.3,0.8,,,,,,,,5.0,0.83,0.05,3.53,,-3.48,27.1,6.0,29.2,,,,64.97,76.26,24.17,26.07,,63.33,24.21,1785382621.0,6.55,4.21,,,,35.92,48304000000.0,29266000000.0,46.5,0.1,0.11,,,,,
Kenya,2017,,48.65,20.89,10.19,1426.0,97.26,63.08,90.64,6.29,35815.3,569140.0,78.8,1.03,35946533.0,73.44,580370.0,55.8,19.48,3.4,,,,,45.4,2.18,11.03,,48948137.0,,,,,68.1,,13001604.0,26.56,1.34,,-5739957846.0,24.71,12.74,33.49,26951349499.0,82036510877.0,3.84,4120.0,202000000000.0,1680280000.0,13.28,23.26,17.5,8.01,14.64,3.08,50.67,2480219971.0,0.4,20.48,36.27,195970000.0,14.6,7325420063.0,,,4.27,,,,,,48.91,21584016.0,,,,,,,,,40.6,56.77,,,,,,78.12,,,,,,11.89,,3.54,,5.24,,,19.9,100.0,,,422.9,20.7,117027.0,1190000.0,0.59,0.14,,96890000.0,,87.47,,,37.53,76.15,29.76,,,,60.0,7.29,,3.64,,82.0,89.0,319.0,,64.96,60.09,62.48,490.0,27.7,-68704.0,,2.63,50.36,,4.6,41.4,,,,22.8,,28.9,65.9,,,15.16,4.0,3.7,3.83,3.73,5.04,1.24,1.65,10.29,,-10.75,21.78,7.0,37.4,,,,71.59,76.96,70.75,53.3,,1.01,3.35,48618065.0,,14.97,,,,19.9,5747000000.0,16687000000.0,27.35,31.96,21.05,,,,,
Kiribati,2017,,41.98,,2.47,,120.15,0.0,118.61,1.46,11.8,810.0,103.54,39.51,56255.0,46.74,810.0,85.7,,3.2,,,,,60.0,1.55,,,120362.0,,,,,42.5,,64107.0,53.26,,,70501111.17,64.37,13.2,,,223029864.5,3.55,4520.0,543609392.9,57240000.0,,87.48,,0.36,,19.58,640.98,77150001.53,0.72,83.61,,18050000.0,,,,,13.57,,,,102.46,101.92,,,,,,,,,,,35.78,60.71,,,25.49,,,,101.3,94.69,1.07,,,,,,,7.54,,,10.97,100.0,,,,,5005.0,53468.83,0.09,0.64,,,,38.32,,,24.92,64.7,28.62,,,,,6.43,,3.43,,90.0,81.0,422.0,,68.24,64.74,66.6,112.0,2.4,-811.0,,3.5,51.36,,,50.4,,,,10.9,,0.0,22.7,,,,2.83,3.1,2.83,2.99,,,13.52,-0.7,,14.22,6.52,4.0,32.7,,,,,,,,,7.24,3.42,59185.0,12.59,17.56,,,,,15000000.0,131000000.0,65.46,,,,,,,
"Korea, Dem. People's Rep.",2017,,21.59,,19.06,4015.9,93.93,65.72,95.17,50.61,60937.8,120410.0,101.98,2.12,9778365.0,38.32,120540.0,44.2,12.92,,,,,,19.0,0.5,11.82,,25516321.0,,9.3,,,10.2,,15737956.0,61.68,,,,,,,,,,,,127240000.0,,,,,,,5.22,133119995.1,,,,2420000.0,,,,,,,,,,,47.81,15283296.0,,,,,,,,,19.39,69.91,,,,,,,,,,,,,,2.85,,7.9,,,39.17,100.0,,,2625.77,67.0,460.0,,,4.57,,,,14.93,,,0.04,43.04,13.51,99.5,,,70.2,8.5,,1.86,,97.0,99.0,513.0,,75.62,70.15,72.98,108.0,23.8,-3222.0,,10.7,50.78,99.5,,31.2,2.3,0.5,19.1,43.0,2.5,,,,,6.6,,,,,,,,,,,16.3,,,,,,69.28,79.58,88.8,74.83,,,,,,,,,,,1770000000.0,3781000000.0,,61.4,16.43,,,,,
"Korea, Rep.",2017,,17.2,1.85,14.32,6678.5,96.22,353.42,97.52,64.78,63170.0,97510.0,98.91,2.3,9500413.0,18.5,100360.0,100.0,45.02,,,,,,3.3,0.28,50.15,,51361911.0,0.2,0.9,97.86,,2.8,1.0,41861498.0,81.5,20.52,37.35,75230900000.0,23.96,40.93,,,1620000000000.0,3.16,41120.0,2110000000000.0,,37.01,36.19,34.77,1.94,61.47,,,,0.77,26.18,,,,389000000000.0,25681.0,25692.0,4.33,,,,100.5,101.37,41.92,28349693.0,,,,,,,99.23,99.28,13.05,73.08,,,16.29,0.0,0.0,94.99,98.62,97.26,1.0,99.11,98.01,93.72,100.0,3.65,,5.61,,,26.0,100.0,,,1262.61,64.85,499093.92,27420698.0,41.17,52.1,,,,123.58,,4071.0,1198.94,36.84,7.0,,,,,5.6,,1.05,12.25,97.0,97.0,69.0,,85.7,79.7,82.63,6.0,9.5,112523.0,,13.87,49.95,,,14.4,4.3,0.1,2.3,2.5,0.9,0.1,0.1,,,,,,,,0.58,2.42,3.25,1.36,,1.89,17.0,5.0,33.1,,,,53.04,74.0,19.19,19.28,,6.35,32.55,167000000000.0,5.81,2.56,,,,75.49,574000000000.0,478000000000.0,64.83,8.66,0.96,,,,,
Kosovo,2017,,,7.41,,,,,,,,,,,,,,,,3.3,,,,,12.6,0.75,,,1791003.0,0.4,,,,,,,,,,-377958225.0,,27.33,34.19,2504239068.0,7180764703.0,4.83,9570.0,17138132289.0,292990000.0,29.28,53.08,27.53,1.49,,5.36,219.08,392369995.1,0.43,,102.0,82970000.0,8.71,819582674.4,,,,,,,,,,,,,,,,,,,24.43,66.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.52,12.62,,,,,5.26,,1.65,,,,,,81.26,76.32,78.78,,,-33495.0,,8.69,50.12,,,,,,,,,,,,,,3.5,3.3,4.17,3.57,2.77,0.8,,,,,,11.0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2017,,8.5,0.53,0.48,5656.2,103.95,1147.62,109.99,0.35,62.5,17820.0,114.24,0.38,0.0,0.0,17820.0,100.0,,,,,,,8.9,1.88,68.89,,4124904.0,,3.6,,,0.0,,4124904.0,100.0,15.83,,7757168972.0,,51.2,,,121000000000.0,-4.71,54200.0,224000000000.0,,35.49,46.64,55.62,2.17,35.96,,,,0.62,,,,,36889754717.0,,,6.35,,,,92.78,90.61,25.26,2370836.0,95.0,97.0,96.0,99.0,99.0,99.0,,,21.51,75.66,98.99,96.67,8.86,0.43,0.57,65.31,,85.87,1.03,,,55.13,,2.22,,7.18,,,58.13,100.0,,,0.0,0.0,42782.0,964623.5,2.83,13.0,,,,173.07,,,476.13,32.18,14.39,99.9,,,,1.91,,2.16,2.07,99.0,99.0,27.0,,82.3,78.24,79.78,6.0,17.1,140685.0,,2.84,39.2,,0.1,19.2,9.1,0.7,5.8,2.5,2.4,,,,,,,,,,1.12,5.61,,,,,3.08,1.0,13.0,,,,49.44,87.43,0.04,1.52,,93.57,0.2,5445869.0,23.77,1.06,,,,12.61,55015000000.0,33573000000.0,73.4,0.02,0.01,,,,,
Kyrgyz Republic,2017,9.52,54.95,12.51,6.71,3093.4,107.3,7.69,105.71,6.57,12606.64,191800.0,104.34,0.4,3958480.0,63.87,199950.0,100.0,15.75,3.2,,,,,19.9,1.93,,,6198200.0,1.3,,97.37,,24.7,1.0,2239720.0,36.14,9.31,63.1,-535561906.0,21.63,34.25,110.89,8129368633.0,7702938379.0,4.74,4800.0,29734454048.0,408210000.0,26.67,66.36,27.31,3.18,2.78,6.34,75.02,464970001.2,0.25,22.85,16.35,47030000.0,24.92,2177013757.0,8012.0,3484.0,6.03,,,4.9,111.39,111.55,41.94,2612632.0,,,,,,,98.6,97.69,33.33,62.71,99.77,99.76,24.91,0.02,0.03,38.7,101.2,89.89,0.99,91.95,83.16,41.28,95.43,3.57,,5.15,,,26.86,97.43,,,7894.23,48.93,27055.0,,4.15,5.82,,,,138.34,,424.0,103.09,59.46,24.8,,,,,5.4,,3.0,4.4,92.0,95.0,124.0,,75.4,67.2,71.2,53.0,16.5,-27796.0,,3.96,50.93,,0.2,33.4,,,,5.1,,,,,,,3.67,3.7,4.0,3.64,3.26,1.58,1.44,4.71,,-3.28,19.17,9.0,29.0,,,,51.15,76.22,30.56,37.16,,4.96,17.61,88906754.0,8.31,18.65,,,,28.82,1764000000.0,4495000000.0,81.25,13.89,3.78,,,,,
Lao PDR,2017,19.43,9.79,16.2,6.24,4497.7,97.29,29.45,99.85,72.35,166990.0,230800.0,122.06,0.62,4592873.0,65.63,236800.0,93.6,3.84,3.1,,,,,48.7,1.53,,,6997917.0,,21.1,100.82,,50.6,0.94,2405044.0,34.37,,,-1259801184.0,12.34,,92.89,15021015073.0,17071155481.0,6.89,6780.0,47477587535.0,280500000.0,,,30.91,0.83,3.77,2.97,68.64,480359985.4,0.34,14.62,66.18,82870000.0,11.07,1125475868.0,26352.0,20435.0,2.5,,,,101.74,104.57,46.67,2829303.0,,,,84.47,91.2,87.92,83.47,80.96,32.37,63.51,84.74,87.56,22.34,3.45,4.91,42.89,107.5,92.49,0.96,66.12,60.13,15.44,97.02,3.27,,4.9,,,19.15,100.0,,,27208.1,190.4,9731.0,,0.39,16.0,1850000000.0,,,53.04,,,16.29,57.46,23.72,64.4,73.0,,56.3,6.91,,2.67,1.58,84.0,86.0,168.0,,69.47,65.51,67.43,166.0,16.8,-10400.0,,4.13,49.57,78.4,0.3,41.3,3.5,3.0,33.1,5.6,9.0,49.0,54.9,3.68,,13.3,3.0,3.4,3.17,3.17,,,0.89,6.05,,-5.29,27.52,6.0,26.2,,,,56.01,63.53,86.55,74.43,,26.33,37.95,389702557.0,13.71,11.59,,,,24.74,4873000000.0,5667000000.0,61.74,35.55,22.04,,,13.6,10.06,
Latvia,2017,,31.06,3.55,20.73,4250.2,107.8,103.48,106.11,54.63,33991.8,62227.0,103.72,0.13,620063.0,31.93,64594.0,100.0,1.07,,,,,,4.4,-0.89,,,1942248.0,0.8,,99.31,,42.6,1.0,1322185.0,68.08,3.87,64.57,391026251.5,30.42,61.59,,,30483806018.0,3.31,28600.0,55551560668.0,,23.26,62.26,19.05,2.93,19.01,,,,0.55,28.44,,,,4613455661.0,667.0,1187.0,4.37,,,,99.32,99.83,49.84,999649.0,,,,,,,97.62,96.97,15.39,64.11,,,11.54,0.48,0.91,95.62,99.37,96.3,1.0,110.72,93.8,88.06,100.0,8.72,,3.31,,,11.67,89.01,,,8721.85,16.94,47885.0,449712.0,27.09,17.6,,,,126.05,,1859.6,11948.01,55.98,10.7,99.9,100.0,,,14.8,,1.69,5.53,98.0,96.0,32.0,,79.7,69.8,74.63,22.0,8.1,-9498.0,,20.5,54.02,,0.6,19.2,,,,2.5,,95.1,11.5,,,,,,,,4.14,1.59,0.99,1.34,,-0.44,16.0,9.0,35.9,,,,55.15,67.77,7.21,8.58,,5.24,17.72,1413241527.0,,,,,,42.72,14126000000.0,17033000000.0,102.21,0.54,0.76,,,,,
Lebanon,2017,,65.82,2.79,13.41,2898.5,108.32,288.03,107.16,13.83,1415.3,10230.0,103.81,13.31,706902.0,11.57,10450.0,99.9,37.75,,,,,,13.4,-2.42,38.17,,6109252.0,,,,,4.0,,5402350.0,88.43,-18.38,,-12133902089.0,25.98,21.93,140.42,74165438619.0,53027680686.0,0.9,21060.0,129000000000.0,1109250000.0,-0.93,46.53,14.93,4.32,19.95,2.47,213.29,1303040039.0,0.41,19.97,15.82,102920000.0,74.72,55411532096.0,,,2.14,,,,,,29.78,2160129.0,,,,,,,88.44,82.72,26.29,65.62,97.11,95.35,12.48,5.68,8.31,,,,,,,43.99,,10.24,,3.5,,,18.89,100.0,,,785.69,4.8,25550.0,1305038.0,,14.7,,,,72.01,,,133.08,52.4,16.9,,,,,4.5,,2.17,2.73,83.0,82.0,12.0,,81.48,77.6,79.65,19.0,16.3,-230947.0,,8.09,50.83,,0.1,22.3,,,,,,,,,,,,,,,4.03,4.51,0.73,8.21,,-7.49,3.13,2.0,30.3,,,,27.69,69.57,12.12,24.8,,1.52,3.28,45983340.0,17.79,42.69,,,,38.21,4026000000.0,19911000000.0,45.14,2.12,0.71,,,,,
Lesotho,2017,,79.64,4.96,13.64,990.2,149.5,8.21,114.07,1.14,345.2,30360.0,93.41,0.13,1568705.0,72.27,30360.0,33.7,0.84,3.3,,,,,76.0,1.24,,,2170617.0,32.4,,,,41.5,1.05,601912.0,27.73,-4.2,37.37,-206840940.4,39.72,47.48,57.41,1504173109.0,2306741674.0,-3.14,2960.0,6416294206.0,126880000.0,7.41,98.89,28.57,4.45,,5.56,67.11,145660003.7,0.41,38.33,0.06,6510000.0,3.34,657668309.3,18639.0,19002.0,7.23,,,,113.81,125.61,45.14,918013.0,,,,,,,,,34.81,61.04,,,32.95,,,,109.97,93.31,0.95,59.82,,10.15,,16.39,,8.42,,,22.43,100.0,,,2409.45,5.23,,,0.22,0.49,,,,109.68,,,19.35,63.84,27.72,,,,,13.65,,3.19,,87.0,90.0,681.0,,55.9,50.35,53.06,640.0,42.6,-3327.0,,4.15,50.71,,23.1,50.5,,,,31.6,,16.4,45.6,,,,3.33,3.4,3.5,3.38,,2.27,1.12,3.01,10.68,-1.94,22.13,5.0,13.6,,,,57.37,72.71,31.25,35.52,,0.08,0.18,1008052.0,13.52,,,,,,1028000000.0,2066000000.0,134.13,1.14,0.93,,,,,
Liberia,2017,,19.48,35.94,5.19,1059.5,94.53,20.85,92.63,80.03,77082.2,96320.0,99.79,2.08,2364883.0,49.3,111370.0,24.2,0.07,2.9,,,,,84.3,1.91,28.5,,4796631.0,,,57.24,,93.6,,2431748.0,50.7,,,-565563643.6,,,36.21,1118118392.0,3390703400.0,2.46,1530.0,7352018132.0,493350000.0,,,15.44,12.42,,20.45,131.67,631590026.9,0.42,,0.0,47020000.0,3.71,585997776.6,103692.0,104065.0,2.25,,,,99.31,99.67,47.78,2126267.0,34.09,62.7,48.3,45.64,64.96,55.4,,,42.32,54.26,,,22.32,7.24,6.63,125.18,79.93,44.26,0.99,,,,70.17,3.07,,12.46,,,41.51,100.0,,,41695.93,200.0,,125000.0,0.19,,,,,55.46,,,1.88,84.29,33.15,,,,,8.95,,4.4,,80.0,75.0,308.0,,61.69,59.39,60.55,661.0,37.0,-24830.0,,3.42,50.31,,1.2,72.7,,,,35.1,,,,,,,3.5,3.1,3.0,3.13,,0.94,,,,,9.86,10.0,45.5,,,,72.03,81.87,90.06,65.48,,,,35034938.0,,,,,,,358000000.0,1089000000.0,42.68,9.99,6.75,37.4,20.4,,,
